Zip/Postcode,City,Tax Name,Rate %,State Code
32872,Orlando,ORANGE,0.50%,FL
32877,Orlando,ORANGE,0.50%,FL
32878,Orlando,ORANGE,0.50%,FL
32885,Orlando,ORANGE,0.50%,FL
32886,Orlando,ORANGE,0.50%,FL
32887,Orlando,ORANGE,0.50%,FL
32890,Orlando,ORANGE,0.50%,FL
32891,Orlando,ORANGE,0.50%,FL
32893,Orlando,ORANGE,0.50%,FL
32896,Orlando,ORANGE,0.50%,FL
32897,Orlando,ORANGE,0.50%,FL
32898,Orlando,ORANGE,0.50%,FL
34734,Gotha,ORANGE,0.50%,FL
34740,Killarney,ORANGE,0.50%,FL
34760,Oakland,ORANGE,0.50%,FL
34761,Ocoee,ORANGE,0.50%,FL
34777,Winter Garden,ORANGE,0.50%,FL
34778,Winter Garden,ORANGE,0.50%,FL
34786,Windermere,ORANGE,0.50%,FL
34787,Winter Garden,ORANGE,0.50%,FL
33848,Intercession City,OSCEOLA,1.00%,FL
34739,Kenansville,OSCEOLA,1.00%,FL
34741,Kissimmee,OSCEOLA,1.00%,FL
34742,Kissimmee,OSCEOLA,1.00%,FL
34743,Kissimmee,OSCEOLA,1.00%,FL
34744,Kissimmee,OSCEOLA,1.00%,FL
34745,Kissimmee,OSCEOLA,1.00%,FL
34746,Kissimmee,OSCEOLA,1.00%,FL
34747,Kissimmee,OSCEOLA,1.00%,FL
34758,Kissimmee,OSCEOLA,1.00%,FL
34769,Saint Cloud,OSCEOLA,1.00%,FL
34770,Saint Cloud,OSCEOLA,1.00%,FL
34771,Saint Cloud,OSCEOLA,1.00%,FL
34772,Saint Cloud,OSCEOLA,1.00%,FL
34773,Saint Cloud,OSCEOLA,1.00%,FL
33401,West Palm Beach,PALM BEACH,0.00%,FL
33402,West Palm Beach,PALM BEACH,0.00%,FL
33403,West Palm Beach,PALM BEACH,0.00%,FL
33404,West Palm Beach,PALM BEACH,0.00%,FL
33405,West Palm Beach,PALM BEACH,0.00%,FL
33406,West Palm Beach,PALM BEACH,0.00%,FL
33407,West Palm Beach,PALM BEACH,0.00%,FL
33408,North Palm Beach,PALM BEACH,0.00%,FL
33409,West Palm Beach,PALM BEACH,0.00%,FL
33410,Palm Beach Gardens,PALM BEACH,0.00%,FL
33411,West Palm Beach,PALM BEACH,0.00%,FL
33412,West Palm Beach,PALM BEACH,0.00%,FL
33413,West Palm Beach,PALM BEACH,0.00%,FL
33414,West Palm Beach,PALM BEACH,0.00%,FL
33415,West Palm Beach,PALM BEACH,0.00%,FL
33416,West Palm Beach,PALM BEACH,0.00%,FL
33417,West Palm Beach,PALM BEACH,0.00%,FL
33418,Palm Beach Gardens,PALM BEACH,0.00%,FL
33419,West Palm Beach,PALM BEACH,0.00%,FL
33420,West Palm Beach,PALM BEACH,0.00%,FL
33421,West Palm Beach,PALM BEACH,0.00%,FL
33422,West Palm Beach,PALM BEACH,0.00%,FL
33424,Boynton Beach,PALM BEACH,0.00%,FL
33425,Boynton Beach,PALM BEACH,0.00%,FL
33426,Boynton Beach,PALM BEACH,0.00%,FL
33427,Boca Raton,PALM BEACH,0.00%,FL
33428,Boca Raton,PALM BEACH,0.00%,FL
33429,Boca Raton,PALM BEACH,0.00%,FL
33430,Belle Glade,PALM BEACH,0.00%,FL
33431,Boca Raton,PALM BEACH,0.00%,FL
33432,Boca Raton,PALM BEACH,0.00%,FL
33433,Boca Raton,PALM BEACH,0.00%,FL
33434,Boca Raton,PALM BEACH,0.00%,FL
33435,Boynton Beach,PALM BEACH,0.00%,FL
33436,Boynton Beach,PALM BEACH,0.00%,FL
33437,Boynton Beach,PALM BEACH,0.00%,FL
33438,Canal Point,PALM BEACH,0.00%,FL
33439,Bryant,PALM BEACH,0.00%,FL
33444,Delray Beach,PALM BEACH,0.00%,FL
33445,Delray Beach,PALM BEACH,0.00%,FL
33446,Delray Beach,PALM BEACH,0.00%,FL
33447,Delray Beach,PALM BEACH,0.00%,FL
33448,Delray Beach,PALM BEACH,0.00%,FL
33454,Lake Worth,PALM BEACH,0.00%,FL
33458,Jupiter,PALM BEACH,0.00%,FL
33459,Lake Harbor,PALM BEACH,0.00%,FL
33460,Lake Worth,PALM BEACH,0.00%,FL
33461,Lake Worth,PALM BEACH,0.00%,FL
33462,Lake Worth,PALM BEACH,0.00%,FL
33463,Lake Worth,PALM BEACH,0.00%,FL
33464,Boca Raton,PALM BEACH,0.00%,FL
33465,Lake Worth,PALM BEACH,0.00%,FL
33466,Lake Worth,PALM BEACH,0.00%,FL
33467,Lake Worth,PALM BEACH,0.00%,FL
33468,Jupiter,PALM BEACH,0.00%,FL
33469,Jupiter,PALM BEACH,0.00%,FL
33470,Loxahatchee,PALM BEACH,0.00%,FL
33474,Boynton Beach,PALM BEACH,0.00%,FL
33476,Pahokee,PALM BEACH,0.00%,FL
33477,Jupiter,PALM BEACH,0.00%,FL
33478,Jupiter,PALM BEACH,0.00%,FL
33480,Palm Beach,PALM BEACH,0.00%,FL
33481,Boca Raton,PALM BEACH,0.00%,FL
33482,Delray Beach,PALM BEACH,0.00%,FL
33483,Delray Beach,PALM BEACH,0.00%,FL
33484,Delray Beach,PALM BEACH,0.00%,FL
33486,Boca Raton,PALM BEACH,0.00%,FL
33487,Boca Raton,PALM BEACH,0.00%,FL
33488,Boca Raton,PALM BEACH,0.00%,FL
33493,South Bay,PALM BEACH,0.00%,FL
33496,Boca Raton,PALM BEACH,0.00%,FL
33497,Boca Raton,PALM BEACH,0.00%,FL
33498,Boca Raton,PALM BEACH,0.00%,FL
33499,Boca Raton,PALM BEACH,0.00%,FL
33523,Dade City,PASCO,1.00%,FL
33524,Crystal Springs,PASCO,1.00%,FL
33525,Dade City,PASCO,1.00%,FL
33526,Dade City,PASCO,1.00%,FL
33537,Lacoochee,PASCO,1.00%,FL
33539,Zephyrhills,PASCO,1.00%,FL
33540,Zephyrhills,PASCO,1.00%,FL
33541,Zephyrhills,PASCO,1.00%,FL
33542,Zephyrhills,PASCO,1.00%,FL
33543,Wesley Chapel,PASCO,1.00%,FL
33544,Wesley Chapel,PASCO,1.00%,FL
33574,Saint Leo,PASCO,1.00%,FL
33576,San Antonio,PASCO,1.00%,FL
33593,Trilby,PASCO,1.00%,FL
34610,Spring Hill,PASCO,1.00%,FL
34637,Land O Lakes,PASCO,1.00%,FL
34638,Land O Lakes,PASCO,1.00%,FL
34639,Land O Lakes,PASCO,1.00%,FL
34652,New Port Richey,PASCO,1.00%,FL
34653,New Port Richey,PASCO,1.00%,FL
34654,New Port Richey,PASCO,1.00%,FL
34655,New Port Richey,PASCO,1.00%,FL
34656,New Port Richey,PASCO,1.00%,FL
34667,Hudson,PASCO,1.00%,FL
34668,Port Richey,PASCO,1.00%,FL
34669,Hudson,PASCO,1.00%,FL
34673,Port Richey,PASCO,1.00%,FL
34674,Hudson,PASCO,1.00%,FL
34679,Aripeka,PASCO,1.00%,FL
34680,Elfers,PASCO,1.00%,FL
34690,Holiday,PASCO,1.00%,FL
34691,Holiday,PASCO,1.00%,FL
34692,Holiday,PASCO,1.00%,FL
33701,Saint Petersburg,PINELLAS,1.00%,FL
33702,Saint Petersburg,PINELLAS,1.00%,FL
33703,Saint Petersburg,PINELLAS,1.00%,FL
33704,Saint Petersburg,PINELLAS,1.00%,FL
33705,Saint Petersburg,PINELLAS,1.00%,FL
33706,Saint Petersburg,PINELLAS,1.00%,FL
33707,Saint Petersburg,PINELLAS,1.00%,FL
33708,Saint Petersburg,PINELLAS,1.00%,FL
33709,Saint Petersburg,PINELLAS,1.00%,FL
33710,Saint Petersburg,PINELLAS,1.00%,FL
33711,Saint Petersburg,PINELLAS,1.00%,FL
33712,Saint Petersburg,PINELLAS,1.00%,FL
33713,Saint Petersburg,PINELLAS,1.00%,FL
33714,Saint Petersburg,PINELLAS,1.00%,FL
33715,Saint Petersburg,PINELLAS,1.00%,FL
33716,Saint Petersburg,PINELLAS,1.00%,FL
33729,Saint Petersburg,PINELLAS,1.00%,FL
33730,Saint Petersburg,PINELLAS,1.00%,FL
33731,Saint Petersburg,PINELLAS,1.00%,FL
33732,Saint Petersburg,PINELLAS,1.00%,FL
33733,Saint Petersburg,PINELLAS,1.00%,FL
33734,Saint Petersburg,PINELLAS,1.00%,FL
33736,Saint Petersburg,PINELLAS,1.00%,FL
33737,Saint Petersburg,PINELLAS,1.00%,FL
33738,Saint Petersburg,PINELLAS,1.00%,FL
33740,Saint Petersburg,PINELLAS,1.00%,FL
33741,Saint Petersburg,PINELLAS,1.00%,FL
33742,Saint Petersburg,PINELLAS,1.00%,FL
33743,Saint Petersburg,PINELLAS,1.00%,FL
33744,Bay Pines,PINELLAS,1.00%,FL
33747,Saint Petersburg,PINELLAS,1.00%,FL
33755,Clearwater,PINELLAS,1.00%,FL
33756,Clearwater,PINELLAS,1.00%,FL
33757,Clearwater,PINELLAS,1.00%,FL
33758,Clearwater,PINELLAS,1.00%,FL
33759,Clearwater,PINELLAS,1.00%,FL
33760,Clearwater,PINELLAS,1.00%,FL
33761,Clearwater,PINELLAS,1.00%,FL
33762,Clearwater,PINELLAS,1.00%,FL
33763,Clearwater,PINELLAS,1.00%,FL
33764,Clearwater,PINELLAS,1.00%,FL
33765,Clearwater,PINELLAS,1.00%,FL
33766,Clearwater,PINELLAS,1.00%,FL
33767,Clearwater Beach,PINELLAS,1.00%,FL
33769,Clearwater,PINELLAS,1.00%,FL
33770,Largo,PINELLAS,1.00%,FL
33771,Largo,PINELLAS,1.00%,FL
33772,Seminole,PINELLAS,1.00%,FL
33773,Largo,PINELLAS,1.00%,FL
33774,Largo,PINELLAS,1.00%,FL
33775,Seminole,PINELLAS,1.00%,FL
33776,Seminole,PINELLAS,1.00%,FL
33777,Seminole,PINELLAS,1.00%,FL
33778,Largo,PINELLAS,1.00%,FL
33779,Largo,PINELLAS,1.00%,FL
33780,Pinellas Park,PINELLAS,1.00%,FL
33781,Pinellas Park,PINELLAS,1.00%,FL
33782,Pinellas Park,PINELLAS,1.00%,FL
33784,Saint Petersburg,PINELLAS,1.00%,FL
33785,Indian Rocks Beach,PINELLAS,1.00%,FL
33786,Belleair Beach,PINELLAS,1.00%,FL
34660,Ozona,PINELLAS,1.00%,FL
34677,Oldsmar,PINELLAS,1.00%,FL
34681,Crystal Beach,PINELLAS,1.00%,FL
34682,Palm Harbor,PINELLAS,1.00%,FL
34683,Palm Harbor,PINELLAS,1.00%,FL
34684,Palm Harbor,PINELLAS,1.00%,FL
34685,Palm Harbor,PINELLAS,1.00%,FL
34688,Tarpon Springs,PINELLAS,1.00%,FL
34689,Tarpon Springs,PINELLAS,1.00%,FL
34695,Safety Harbor,PINELLAS,1.00%,FL
34697,Dunedin,PINELLAS,1.00%,FL
34698,Dunedin,PINELLAS,1.00%,FL
33801,Lakeland,POLK,1.00%,FL
33802,Lakeland,POLK,1.00%,FL
33803,Lakeland,POLK,1.00%,FL
33804,Lakeland,POLK,1.00%,FL
33805,Lakeland,POLK,1.00%,FL
33806,Lakeland,POLK,1.00%,FL
33807,Lakeland,POLK,1.00%,FL
33809,Lakeland,POLK,1.00%,FL
33810,Lakeland,POLK,1.00%,FL
33811,Lakeland,POLK,1.00%,FL
33812,Lakeland,POLK,1.00%,FL
33813,Lakeland,POLK,1.00%,FL
33815,Lakeland,POLK,1.00%,FL
33820,Alturas,POLK,1.00%,FL
33823,Auburndale,POLK,1.00%,FL
33827,Babson Park,POLK,1.00%,FL
33830,Bartow,POLK,1.00%,FL
33831,Bartow,POLK,1.00%,FL
33835,Bradley,POLK,1.00%,FL
33836,Davenport,POLK,1.00%,FL
33837,Davenport,POLK,1.00%,FL
33838,Dundee,POLK,1.00%,FL
33839,Eagle Lake,POLK,1.00%,FL
33840,Eaton Park,POLK,1.00%,FL
33841,Fort Meade,POLK,1.00%,FL
33843,Frostproof,POLK,1.00%,FL
33844,Haines City,POLK,1.00%,FL
33845,Haines City,POLK,1.00%,FL
33846,Highland City,POLK,1.00%,FL
33847,Homeland,POLK,1.00%,FL
33849,Kathleen,POLK,1.00%,FL
33850,Lake Alfred,POLK,1.00%,FL
33851,Lake Hamilton,POLK,1.00%,FL
33853,Lake Wales,POLK,1.00%,FL
33854,Fedhaven,POLK,1.00%,FL
33855,Indian Lake Estates,POLK,1.00%,FL
33856,Nalcrest,POLK,1.00%,FL
33858,Loughman,POLK,1.00%,FL
33859,Lake Wales,POLK,1.00%,FL
33860,Mulberry,POLK,1.00%,FL
33863,Nichols,POLK,1.00%,FL
33867,River Ranch,POLK,1.00%,FL
33868,Polk City,POLK,1.00%,FL
33877,Waverly,POLK,1.00%,FL
33880,Winter Haven,POLK,1.00%,FL
33881,Winter Haven,POLK,1.00%,FL
33882,Winter Haven,POLK,1.00%,FL
33883,Winter Haven,POLK,1.00%,FL
33884,Winter Haven,POLK,1.00%,FL
33885,Winter Haven,POLK,1.00%,FL
33888,Winter Haven,POLK,1.00%,FL
33896,Davenport,POLK,1.00%,FL
33897,Davenport,POLK,1.00%,FL
33898,Lake Wales,POLK,1.00%,FL
34759,Kissimmee,POLK,1.00%,FL
32007,Bostwick,PUTNAM,1.00%,FL
32112,Crescent City,PUTNAM,1.00%,FL
32131,East Palatka,PUTNAM,1.00%,FL
32138,Grandin,PUTNAM,1.00%,FL
32139,Georgetown,PUTNAM,1.00%,FL
32140,Florahome,PUTNAM,1.00%,FL
32147,Hollister,PUTNAM,1.00%,FL
32148,Interlachen,PUTNAM,1.00%,FL
32149,Edgar,PUTNAM,1.00%,FL
32157,Lake Como,PUTNAM,1.00%,FL
32177,Palatka,PUTNAM,1.00%,FL
32178,Palatka,PUTNAM,1.00%,FL
32181,Pomona Park,PUTNAM,1.00%,FL
32185,Putnam Hall,PUTNAM,1.00%,FL
32187,San Mateo,PUTNAM,1.00%,FL
32189,Satsuma,PUTNAM,1.00%,FL
32193,Welaka,PUTNAM,1.00%,FL
32666,Melrose,PUTNAM,1.00%,FL
32004,Ponte Vedra Beach,ST JOHNS,0.50%,FL
32033,Elkton,ST JOHNS,0.50%,FL
32080,Saint Augustine,ST JOHNS,0.50%,FL
32081,Ponte Vedra,ST JOHNS,0.50%,FL
32082,Ponte Vedra Beach,ST JOHNS,0.50%,FL
32084,Saint Augustine,ST JOHNS,0.50%,FL
32085,Saint Augustine,ST JOHNS,0.50%,FL
32086,Saint Augustine,ST JOHNS,0.50%,FL
32092,Saint Augustine,ST JOHNS,0.50%,FL
32095,Saint Augustine,ST JOHNS,0.50%,FL
32145,Hastings,ST JOHNS,0.50%,FL
32259,Saint Johns,ST JOHNS,0.50%,FL
32260,Jacksonville,ST JOHNS,0.50%,FL
34945,Fort Pierce,ST LUCIE,0.50%,FL
34946,Fort Pierce,ST LUCIE,0.50%,FL
34947,Fort Pierce,ST LUCIE,0.50%,FL
34948,Fort Pierce,ST LUCIE,0.50%,FL
34949,Fort Pierce,ST LUCIE,0.50%,FL
34950,Fort Pierce,ST LUCIE,0.50%,FL
34951,Fort Pierce,ST LUCIE,0.50%,FL
34952,Port Saint Lucie,ST LUCIE,0.50%,FL
34953,Port Saint Lucie,ST LUCIE,0.50%,FL
34954,Fort Pierce,ST LUCIE,0.50%,FL
34979,Fort Pierce,ST LUCIE,0.50%,FL
34981,Fort Pierce,ST LUCIE,0.50%,FL
34982,Fort Pierce,ST LUCIE,0.50%,FL
34983,Port Saint Lucie,ST LUCIE,0.50%,FL
34984,Port Saint Lucie,ST LUCIE,0.50%,FL
34985,Port Saint Lucie,ST LUCIE,0.50%,FL
34986,Port Saint Lucie,ST LUCIE,0.50%,FL
34987,Port Saint Lucie,ST LUCIE,0.50%,FL
34988,Port Saint Lucie,ST LUCIE,0.50%,FL
32530,Bagdad,SANTA ROSA,0.50%,FL
32561,Gulf Breeze,SANTA ROSA,0.50%,FL
32562,Gulf Breeze,SANTA ROSA,0.50%,FL
32563,Gulf Breeze,SANTA ROSA,0.50%,FL
32565,Jay,SANTA ROSA,0.50%,FL
32566,Navarre,SANTA ROSA,0.50%,FL
32570,Milton,SANTA ROSA,0.50%,FL
32571,Milton,SANTA ROSA,0.50%,FL
32572,Milton,SANTA ROSA,0.50%,FL
32583,Milton,SANTA ROSA,0.50%,FL
34223,Englewood,SARASOTA,1.00%,FL
34229,Osprey,SARASOTA,1.00%,FL
34230,Sarasota,SARASOTA,1.00%,FL
34231,Sarasota,SARASOTA,1.00%,FL
34232,Sarasota,SARASOTA,1.00%,FL
34233,Sarasota,SARASOTA,1.00%,FL
34234,Sarasota,SARASOTA,1.00%,FL
34235,Sarasota,SARASOTA,1.00%,FL
34236,Sarasota,SARASOTA,1.00%,FL
34237,Sarasota,SARASOTA,1.00%,FL
34238,Sarasota,SARASOTA,1.00%,FL
34239,Sarasota,SARASOTA,1.00%,FL
34240,Sarasota,SARASOTA,1.00%,FL
34241,Sarasota,SARASOTA,1.00%,FL
34242,Sarasota,SARASOTA,1.00%,FL
34272,Laurel,SARASOTA,1.00%,FL
34274,Nokomis,SARASOTA,1.00%,FL
34275,Nokomis,SARASOTA,1.00%,FL
34276,Sarasota,SARASOTA,1.00%,FL
34277,Sarasota,SARASOTA,1.00%,FL
34278,Sarasota,SARASOTA,1.00%,FL
34284,Venice,SARASOTA,1.00%,FL
34285,Venice,SARASOTA,1.00%,FL
34286,North Port,SARASOTA,1.00%,FL
34287,North Port,SARASOTA,1.00%,FL
34288,North Port,SARASOTA,1.00%,FL
34289,North Port,SARASOTA,1.00%,FL
34292,Venice,SARASOTA,1.00%,FL
34293,Venice,SARASOTA,1.00%,FL
34295,Englewood,SARASOTA,1.00%,FL
32701,Altamonte Springs,SEMINOLE,1.00%,FL
32707,Casselberry,SEMINOLE,1.00%,FL
32708,Winter Springs,SEMINOLE,1.00%,FL
32714,Altamonte Springs,SEMINOLE,1.00%,FL
32715,Altamonte Springs,SEMINOLE,1.00%,FL
32716,Altamonte Springs,SEMINOLE,1.00%,FL
32718,Casselberry,SEMINOLE,1.00%,FL
32719,Winter Springs,SEMINOLE,1.00%,FL
32730,Casselberry,SEMINOLE,1.00%,FL
32732,Geneva,SEMINOLE,1.00%,FL
32733,Goldenrod,SEMINOLE,1.00%,FL
32745,Mid Florida,SEMINOLE,1.00%,FL
32746,Lake Mary,SEMINOLE,1.00%,FL
32747,Lake Monroe,SEMINOLE,1.00%,FL
32750,Longwood,SEMINOLE,1.00%,FL
32752,Longwood,SEMINOLE,1.00%,FL
32762,Oviedo,SEMINOLE,1.00%,FL
32765,Oviedo,SEMINOLE,1.00%,FL
32766,Oviedo,SEMINOLE,1.00%,FL
32771,Sanford,SEMINOLE,1.00%,FL
32772,Sanford,SEMINOLE,1.00%,FL
32773,Sanford,SEMINOLE,1.00%,FL
32779,Longwood,SEMINOLE,1.00%,FL
32791,Longwood,SEMINOLE,1.00%,FL
32795,Lake Mary,SEMINOLE,1.00%,FL
32799,Mid Florida,SEMINOLE,1.00%,FL
32162,Lady Lake,SUMTER,1.00%,FL
33513,Bushnell,SUMTER,1.00%,FL
33514,Center Hill,SUMTER,1.00%,FL
33521,Coleman,SUMTER,1.00%,FL
33538,Lake Panasoffkee,SUMTER,1.00%,FL
33585,Sumterville,SUMTER,1.00%,FL
33597,Webster,SUMTER,1.00%,FL
34484,Oxford,SUMTER,1.00%,FL
34785,Wildwood,SUMTER,1.00%,FL
32008,Branford,SUWANNEE,1.00%,FL
32060,Live Oak,SUWANNEE,1.00%,FL
32062,Mc Alpin,SUWANNEE,1.00%,FL
32064,Live Oak,SUWANNEE,1.00%,FL
32071,O Brien,SUWANNEE,1.00%,FL
32094,Wellborn,SUWANNEE,1.00%,FL
32347,Perry,TAYLOR,1.00%,FL
32348,Perry,TAYLOR,1.00%,FL
32356,Salem,TAYLOR,1.00%,FL
32357,Shady Grove,TAYLOR,1.00%,FL
32359,Steinhatchee,TAYLOR,1.00%,FL
32026,Raiford,UNION,1.00%,FL
32054,Lake Butler,UNION,1.00%,FL
32083,Raiford,UNION,1.00%,FL
32697,Worthington Springs,UNION,1.00%,FL
32105,Barberville,VOLUSIA,0.50%,FL
32114,Daytona Beach,VOLUSIA,0.50%,FL
32115,Daytona Beach,VOLUSIA,0.50%,FL
32116,Daytona Beach,VOLUSIA,0.50%,FL
32117,Daytona Beach,VOLUSIA,0.50%,FL
32118,Daytona Beach,VOLUSIA,0.50%,FL
32119,Daytona Beach,VOLUSIA,0.50%,FL
32120,Daytona Beach,VOLUSIA,0.50%,FL
32121,Daytona Beach,VOLUSIA,0.50%,FL
32122,Daytona Beach,VOLUSIA,0.50%,FL
32123,Port Orange,VOLUSIA,0.50%,FL
32124,Daytona Beach,VOLUSIA,0.50%,FL
32125,Daytona Beach,VOLUSIA,0.50%,FL
32126,Daytona Beach,VOLUSIA,0.50%,FL
32127,Port Orange,VOLUSIA,0.50%,FL
32128,Port Orange,VOLUSIA,0.50%,FL
32129,Port Orange,VOLUSIA,0.50%,FL
32130,De Leon Springs,VOLUSIA,0.50%,FL
32132,Edgewater,VOLUSIA,0.50%,FL
32141,Edgewater,VOLUSIA,0.50%,FL
32168,New Smyrna Beach,VOLUSIA,0.50%,FL
32169,New Smyrna Beach,VOLUSIA,0.50%,FL
32170,New Smyrna Beach,VOLUSIA,0.50%,FL
32173,Ormond Beach,VOLUSIA,0.50%,FL
32174,Ormond Beach,VOLUSIA,0.50%,FL
32175,Ormond Beach,VOLUSIA,0.50%,FL
32176,Ormond Beach,VOLUSIA,0.50%,FL
32180,Pierson,VOLUSIA,0.50%,FL
32190,Seville,VOLUSIA,0.50%,FL
32198,Daytona Beach,VOLUSIA,0.50%,FL
32706,Cassadaga,VOLUSIA,0.50%,FL
32713,Debary,VOLUSIA,0.50%,FL
32720,Deland,VOLUSIA,0.50%,FL
32721,Deland,VOLUSIA,0.50%,FL
32722,Glenwood,VOLUSIA,0.50%,FL
32723,Deland,VOLUSIA,0.50%,FL
32724,Deland,VOLUSIA,0.50%,FL
32725,Deltona,VOLUSIA,0.50%,FL
32728,Deltona,VOLUSIA,0.50%,FL
32738,Deltona,VOLUSIA,0.50%,FL
32739,Deltona,VOLUSIA,0.50%,FL
32744,Lake Helen,VOLUSIA,0.50%,FL
32753,Debary,VOLUSIA,0.50%,FL
32759,Oak Hill,VOLUSIA,0.50%,FL
32763,Orange City,VOLUSIA,0.50%,FL
32764,Osteen,VOLUSIA,0.50%,FL
32774,Orange City,VOLUSIA,0.50%,FL
32326,Crawfordville,WAKULLA,1.00%,FL
32327,Crawfordville,WAKULLA,1.00%,FL
32346,Panacea,WAKULLA,1.00%,FL
32355,Saint Marks,WAKULLA,1.00%,FL
32358,Sopchoppy,WAKULLA,1.00%,FL
32422,Argyle,WALTON,1.00%,FL
32433,Defuniak Springs,WALTON,1.00%,FL
32434,Mossy Head,WALTON,1.00%,FL
32435,Defuniak Springs,WALTON,1.00%,FL
32439,Freeport,WALTON,1.00%,FL
32454,Point Washington,WALTON,1.00%,FL
32455,Ponce De Leon,WALTON,1.00%,FL
32459,Santa Rosa Beach,WALTON,1.00%,FL
32461,Rosemary Beach,WALTON,1.00%,FL
32538,Paxton,WALTON,1.00%,FL
32550,Miramar Beach,WALTON,1.00%,FL
32427,Caryville,WASHINGTON,1.00%,FL
32428,Chipley,WASHINGTON,1.00%,FL
32437,Ebro,WASHINGTON,1.00%,FL
32462,Vernon,WASHINGTON,1.00%,FL
32463,Wausau,WASHINGTON,1.00%,FL
