State,ZipCode,TaxRegionName,StateRate,EstimatedCombinedRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
FL,32560,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32568,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32577,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32590,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32591,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32592,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32110,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32135,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32136,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32137,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32142,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32164,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32320,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32322,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32323,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32328,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32329,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32324,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32330,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32332,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32333,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32343,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32351,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32352,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32353,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32619,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32693,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33471,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33944,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32456,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32457,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32465,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32052,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32053,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32096,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33834,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33865,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33873,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33890,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33440,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33930,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33935,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33975,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34601,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34602,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34603,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34604,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34605,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34606,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34607,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34608,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34609,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34611,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34613,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34614,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34636,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34661,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,33825,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33826,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33852,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33857,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33862,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33870,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33871,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33872,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33875,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33876,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33960,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33503,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33508,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33509,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33510,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33511,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33527,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33530,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33534,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33547,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33548,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33549,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33550,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33556,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33558,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33559,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33563,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33564,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33565,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33566,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33567,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33568,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33569,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33570,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33571,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33572,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33573,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33575,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33583,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33584,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33586,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33587,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33592,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33594,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33595,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33598,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33601,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33602,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33603,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33604,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33605,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33606,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33607,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33608,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33609,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33610,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33611,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33612,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33613,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33614,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33615,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33616,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33617,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33618,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33619,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33620,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33621,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33622,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33623,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33624,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33625,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33626,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33629,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33630,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33631,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33633,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33634,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33635,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33637,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33647,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33650,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33651,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33655,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33660,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33661,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33662,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33663,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33664,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33672,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33673,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33674,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33675,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33677,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33679,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33680,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33681,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33682,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33684,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33685,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33686,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33687,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33688,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33689,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33690,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33694,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33697,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32425,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32452,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32464,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32948,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32957,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32958,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32960,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32961,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32962,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32963,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32964,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32965,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32966,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32967,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32968,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32969,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32970,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32971,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32978,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32420,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32423,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32426,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32431,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32432,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32440,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32442,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32443,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32445,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32446,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32447,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32448,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32460,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32336,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32337,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32344,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32345,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32361,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32013,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32066,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32102,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32158,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32159,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32702,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32726,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32727,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32735,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32736,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32756,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32757,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32767,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32776,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32778,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32784,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34705,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34711,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34712,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34713,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34714,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34715,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34729,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34731,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34736,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34737,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34748,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34749,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34753,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34755,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34756,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34762,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34788,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34789,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34797,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,33901,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33902,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33903,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33904,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33905,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33906,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33907,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33908,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33909,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33910,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33911,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33912,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33913,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33914,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33915,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33916,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33917,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33918,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33919,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33920,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33921,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33922,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33924,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33928,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33931,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33932,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33936,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33945,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33956,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33957,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33965,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33966,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33967,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33970,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33971,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33972,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33990,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33991,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33993,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,33994,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,34133,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,34134,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,34135,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,34136,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32301,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32302,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32303,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32304,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32305,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32306,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32307,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32308,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32309,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32310,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32311,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32312,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32313,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32314,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32315,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32316,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32317,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32318,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32362,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32395,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32399,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32621,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32625,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32626,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32639,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32644,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32668,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32683,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32696,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34449,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,34498,Florida State and County,0.06,0.07000,0.01000,0,0,2
FL,32321,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32334,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32335,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32360,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32059,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32331,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32340,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32341,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,32350,Florida State and County,0.06,0.07500,0.01500,0,0,2
FL,34201,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34202,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34203,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34204,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34205,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34206,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34207,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34208,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34209,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34210,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34211,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34212,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34215,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34216,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34217,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34218,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34219,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34220,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34221,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34222,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34228,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34243,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34250,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34251,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34260,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34264,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34270,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34280,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34281,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,34282,Florida State and County,0.06,0.06500,0.00500,0,0,2
FL,32111,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32113,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32133,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32134,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32179,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32182,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32183,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32192,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32195,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32617,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32634,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32663,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32664,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32681,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,32686,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,34420,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,34421,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,34430,Florida State and County,0.06,0.06000,0.00000,0,0,2
FL,34431,Florida State and County,0.06,0.06000,0.00000,0,0,2
